,Column1,Value1,Value2,Value3,Value4,Value5
1148, 1245415," 132,007,952", BMO FINANCIAL CORP.," WILMINGTON, DE ", , 
1149, 1883693,"32,050,291", BOK FINANCIAL CORPORATION," TULSA, OK ", , 
1150, 1020180,"11,340,612", BREMER FINANCIAL CORPORATION,"SAINT PAUL, MN ", , 
1151, 2277860," 339,247,718", CAPITAL ONE FINANCIAL CORPORAT,"MCLEAN, VA ", , 
1152, 1843080,"13,493,177", CATHAY GENERAL BANCORP,"LOS ANGELES, CA ", , 
1153, 1094314,"12,292,830"," CENTRAL BANCOMPANY, INC"," JEFFERSON CITY, MO ", , 
1154, 1036967,"66,783,624", CIT GROUP INC.,"LIVINGSTON, NJ ", , 
1155, 1132449," 145,568,297"," CITIZENS FINANCIAL GROUP, INC.","PROVIDENCE, RI ", , 
1156, 1199844,"71,440,155", COMERICA INCORPORATED," DALLAS, TX ", , 
1157, 1049341,"24,726,507"," COMMERCE BANCSHARES, INC."," KANSAS CITY, MO ", , 
1158, 1102367,"29,014,585"," CULLEN/FROST BANKERS, INC.","SAN ANTONIO, TX ", , 
1159, 1032473,"54,629,000", DEUTSCHE BANK TRUST CORPORATIO,"NEW YORK, NY ", , 
1160, 3846375,"87,511,328", DISCOVER FINANCIAL SERVICES," RIVERWOODS, IL ", , 
1161, 3412583,"49,202,038", E*TRADE FINANCIAL CORPORATION," NEW YORK, NY ", , 
1162, 2734233,"32,952,138"," EAST WEST BANCORP, INC."," PASADENA, CA ", , 
1163, 1427239,"10,025,463", EASTERN BANK CORPORATION,"BOSTON, MA", Moved from Peer 2 , 
1164, 3838857,"27,354,310", EVERBANK FINANCIAL CORP," JACKSONVILLE, FL ", , 
1165, 3005332,"21,214,967", F.N.B. CORPORATION,"PITTSBURGH, PA ", , 
1166, 1070345," 143,625,325", FIFTH THIRD BANCORP," CINCINNATI, OH ", , 
1167, 2744894,"12,508,702", FIRST BANCORP," SAN JUAN, PR ", , 
1168, 1075612,"32,230,403"," FIRST CITIZENS BANCSHARES, INC","RALEIGH, NC ", , 
1169, 1025608,"19,052,593"," FIRST HAWAIIAN, INC.","HONOLULU, HI", Name change from BANCWEST CORPORATION , 
1170, 1094640,"27,541,899", FIRST HORIZON NATIONAL CORPORA,"MEMPHIS, TN ", , 
1171, 1208184,"10,995,810"," FIRST MIDWEST BANCORP, INC."," ITASCA, IL ", , 
1172, 1020902,"18,783,090"," FIRST NATIONAL OF NEBRASKA, IN","OMAHA, NE ", , 
1173, 2648693,"39,998,293"," FIRST NIAGARA FINANCIAL GROUP,","BUFFALO, NY ", , 
1174, 1060627,"16,235,257", FIRSTBANK HOLDING COMPANY," LAKEWOOD, CO ", , 
1175, 1070804,"26,153,691", FIRSTMERIT CORPORATION,"AKRON, OH ", , 
1176, 3852022,"13,723,711"," FLAGSTAR BANCORP, INC.","TROY, MI ", , 
1177, 1117129,"18,433,910", FULTON FINANCIAL CORPORATION,"LANCASTER, PA ", , 
1178, 2380443," 896,870,000"," GOLDMAN SACHS GROUP, INC., THE","NEW YORK, NY ", , 
1179, 4809920,"11,453,222"," GREAT WESTERN BANCORP, INC."," SIOUX FALLS, SD",Moved from Peer 2 , 
1180, 1086533,"23,071,656", HANCOCK HOLDING COMPANY," GULFPORT, MS ", , 
1181, 3838727,"13,077,902"," HILLTOP HOLDINGS, INC"," DALLAS, TX ", , 
1182, ID_RSSD,Assets($000), BHC Name, Location,and Other Notes , 
1183, 3232316," 295,534,689", HSBC NORTH AMERICA HOLDINGS IN,"NEW YORK, NY ", , 
1184, 1068191,"73,954,016", HUNTINGTON BANCSHARES INCORPOR,"COLUMBUS, OH ", , 
1185, 2291914,"20,160,855", IBERIABANK CORPORATION,"LAFAYETTE, LA ", , 
1186, 1104231,"11,776,640", INTERNATIONAL BANCSHARES CORPO,"LAREDO, TX ", , 
1187, 2477754,"21,733,831"," INVESTORS BANCORP, INC."," SHORT HILLS, NJ ", , 
1188, 3843075,"35,453,189", JOHN DEERE CAPITAL CORPORATION,"RENO, NV ", , 
1189, 1068025," 101,406,977", KEYCORP," CLEVELAND, OH ", , 
1190, 1037003," 123,820,584", M&T BANK CORPORATION,"BUFFALO, NY ", , 
1191, 1090987,"15,995,790"," MB FINANCIAL, INC.","CHICAGO, IL ", , 
1192, 2568278,"12,301,042", MIDLAND FINANCIAL CO.," OKLAHOMA CITY, OK ", , 
1193, 1378434," 117,205,079", MUFG AMERICAS HOLDINGS CORPORA,"NEW YORK, NY ", , 
1194, 2132932,"49,035,747"," NEW YORK COMMUNITY BANCORP, IN","WESTBURY, NY ", , 
1195, 1199611," 121,509,559", NORTHERN TRUST CORPORATION,"CHICAGO, IL ", , 
1196, 1098303,"14,420,599", OLD NATIONAL BANCORP,"EVANSVILLE, IN ", , 
1197, 2875332,"21,147,143", PACWEST BANCORP," BEVERLY HILLS, CA ", , 
1198, 3650152,"40,120,118"," PEOPLE'S UNITED FINANCIAL, INC","BRIDGEPORT, CT ", , 
1199, 1069778," 361,528,406"," PNC FINANCIAL SERVICES GROUP,"," PITTSBURGH, PA ", , 
1200, 1129382,"37,606,000"," POPULAR, INC."," SAN JUAN, PR ", , 
1201, 1839319,"18,169,191"," PRIVATEBANCORP, INC.","CHICAGO, IL ", , 
1202, 1109599,"21,880,979"," PROSPERITY BANCSHARES, INC."," HOUSTON, TX ", , 
1203, 3226762," 151,710,605", RBC USA HOLDCO CORPORATION,"NEW YORK, NY ", , 
1204, 3242838," 126,378,482", REGIONS FINANCIAL CORPORATION," BIRMINGHAM, AL ", , 
1205, 3981856," 126,502,203"," SANTANDER HOLDINGS USA, INC.","BOSTON, MA ", , 
1206, 1111435," 255,396,733", STATE STREET CORPORATION,"BOSTON, MA ", , 
1207, 3083291,"13,089,172", STERLING BANCORP,"MONTEBELLO, NY ", , 
1208, 1131787," 199,276,480"," SUNTRUST BANKS, INC.","ATLANTA, GA ", , 
1209, 1031449,"43,147,945", SVB FINANCIAL GROUP," SANTA CLARA, CA ", , 
1210, 4504654,"82,384,173", SYNCHRONY FINANCIAL," STAMFORD, CT ", , 
1211, 1078846,"29,459,691", SYNOVUS FINANCIAL CORP.," COLUMBUS, GA ", , 
1212, 2389941,"21,081,736", TCF FINANCIAL CORPORATION," WAYZATA, MN ", , 
1213, 3606542," 276,317,370", TD GROUP US HOLDINGS LLC,"WILMINGTON, DE ", , 
1214, 2706735,"21,081,024"," TEXAS CAPITAL BANCSHARES, INC.","DALLAS, TX ", , 
1215, 3828036,"12,624,307", THIRD FEDERAL SAVINGS AND LOAN,"CLEVELAND, OH ", , 
1216, 1079562,"13,030,349", TRUSTMARK CORPORATION," JACKSON, MS ", , 
1217, 1119794," 438,463,000", U.S. BANCORP,"MINNEAPOLIS, MN ", , 
1218, 1049828,"19,734,076", UMB FINANCIAL CORPORATION," KANSAS CITY, MO ", , 
1219, 2747644,"24,132,600", UMPQUA HOLDINGS CORPORATION," PORTLAND, OR ", , 
1220, 1076217,"14,338,012"," UNITED BANKSHARES, INC."," CHARLESTON, WV ", , 
1221, 1048773,"21,809,738", VALLEY NATIONAL BANCORP," WAYNE, NJ ", , 
1222, 3065617,"14,821,600"," WASHINGTON FEDERAL, INC.","SEATTLE, WA ", , 
1223, 1145476,"25,131,298", WEBSTER FINANCIAL CORPORATION," WATERBURY, CT ", , 
1224, 2349815,"16,728,767", WESTERN ALLIANCE BANCORPORATIO,"PHOENIX, AZ ", , 
1225, 2260406,"24,427,295", WINTRUST FINANCIAL CORPORATION,"ROSEMONT, IL ", , 
1226, 1027004,"59,642,992", ZIONS BANCORPORATION,"SALT LAKE CITY, UT ", , 
