,Date,Institution Name (RSSD ID),Location,Rank,Total Assets
559,3/31/2015,U.S. BANCORP (1119794),"MINNEAPOLIS, MN",8,410233000
560,3/31/2015,"BANK OF NEW YORK MELLON CORPORATION, THE (3587146)","NEW YORK, NY",9,392337000
561,3/31/2015,"PNC FINANCIAL SERVICES GROUP, INC., THE (1069778)","PITTSBURGH, PA",10,351162105
562,3/31/2015,CAPITAL ONE FINANCIAL CORPORATION (2277860),"MCLEAN, VA",11,306501324
563,3/31/2015,HSBC NORTH AMERICA HOLDINGS INC. (3232316),"NEW YORK, NY",12,301956685
564,3/31/2015,STATE STREET CORPORATION (1111435),"BOSTON, MA",13,279480161
565,3/31/2015,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA (1607170),"NEW YORK, NY",14,264300422
566,3/31/2015,TD BANK US HOLDING COMPANY (1249196),"CHERRY HILL, NJ",15,252650828
567,3/31/2015,"SUNTRUST BANKS, INC. (1131787)","ATLANTA, GA",16,190223316
568,3/31/2015,BB&T CORPORATION (1074156),"WINSTON SALEM, NC",17,189227838
569,3/31/2015,"CHARLES SCHWAB CORPORATION, THE (1026632)","SAN FRANCISCO, CA",18,160169000
570,3/31/2015,AMERICAN EXPRESS COMPANY (1275216),"NEW YORK, NY",19,154674000
571,3/31/2015,ALLY FINANCIAL INC. (1562859),"DETROIT, MI",20,153524000
572,3/31/2015,FIFTH THIRD BANCORP (1070345),"CINCINNATI, OH",21,140469916
573,3/31/2015,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY (3840207),"BLOOMINGTON, IL",22,139397321
574,3/31/2015,"CITIZENS FINANCIAL GROUP, INC. (1132449)","PROVIDENCE, RI",23,136905651
575,3/31/2015,UNITED SERVICES AUTOMOBILE ASSOCIATION (1447376),"SAN ANTONIO, TX",24,132978355
576,3/31/2015,"SANTANDER HOLDINGS USA, INC. (3981856)","BOSTON, MA",25,123425703
577,3/31/2015,REGIONS FINANCIAL CORPORATION (3242838),"BIRMINGHAM, AL",26,122515877
578,3/31/2015,BMO FINANCIAL CORP. (1245415),"WILMINGTON, DE",27,118263888
579,3/31/2015,MUFG AMERICAS HOLDINGS CORPORATION (1378434),"NEW YORK, NY",28,113697697
580,3/31/2015,NORTHERN TRUST CORPORATION (1199611),"CHICAGO, IL",29,106952000
581,3/31/2015,M&T BANK CORPORATION (1037003),"BUFFALO, NY",30,98379397
582,3/31/2015,KEYCORP (1068025),"CLEVELAND, OH",31,94296497
583,3/31/2015,BANCWEST CORPORATION (1025608),"HONOLULU, HI",32,89669872
584,3/31/2015,"BBVA COMPASS BANCSHARES, INC. (1078529)","HOUSTON, TX",33,85485851
585,3/31/2015,DISCOVER FINANCIAL SERVICES (3846375),"RIVERWOODS, IL",34,84177508
586,3/31/2015,COMERICA INCORPORATED (1199844),"DALLAS, TX",35,69420233
587,3/31/2015,HUNTINGTON BANCSHARES INCORPORATED (1068191),"COLUMBUS, OH",36,68002661
588,3/31/2015,ZIONS BANCORPORATION (1027004),"SALT LAKE CITY, UT",37,57555931
589,3/31/2015,DEUTSCHE BANK TRUST CORPORATION (1032473),"NEW YORK, NY",38,55615500
590,3/31/2015,"NEW YORK COMMUNITY BANCORP, INC. (2132932)","WESTBURY, NY",39,48251715
591,3/31/2015,E*TRADE FINANCIAL CORPORATION (3412583),"NEW YORK, NY",40,46828405
592,3/31/2015,CIT GROUP INC. (1036967),"LIVINGSTON, NJ",41,46416005
593,3/31/2015,"FIRST NIAGARA FINANCIAL GROUP, INC. (2648693)","BUFFALO, NY",42,38912925
594,3/31/2015,SVB FINANCIAL GROUP (1031449),"SANTA CLARA, CA",43,38619411
595,3/31/2015,"PEOPLE'S UNITED FINANCIAL, INC. (3650152)","BRIDGEPORT, CT",44,36406341
596,3/31/2015,"UTRECHT-AMERICA HOLDINGS, INC. (2307280)","NEW YORK, NY",45,36244050
597,3/31/2015,"HUDSON CITY BANCORP, INC. (2367556)","PARAMUS, NJ",46,36129290
598,3/31/2015,"POPULAR, INC. (1129382)","SAN JUAN, PR",47,35625000
599,3/31/2015,MUTUAL OF OMAHA INSURANCE COMPANY (1583836),"OMAHA, NE",48,35586515
600,3/31/2015,NATIONWIDE MUTUAL INSURANCE COMPANY (3828072),"COLUMBUS, OH",49,34987245
601,3/31/2015,JOHN DEERE CAPITAL CORPORATION (3843075),"RENO, NV",50,34189333
602,3/31/2015,CITY NATIONAL CORPORATION (1027518),"LOS ANGELES, CA",51,32698899
603,3/31/2015,"FIRST CITIZENS BANCSHARES, INC. (1075612)","RALEIGH, NC",52,30853649
604,3/31/2015,BOK FINANCIAL CORPORATION (1883693),"TULSA, OK",53,30371794
605,3/31/2015,"EAST WEST BANCORP, INC. (2734233)","PASADENA, CA",54,29907424
606,3/31/2015,"CULLEN/FROST BANKERS, INC. (1102367)","SAN ANTONIO, TX",55,28196667
607,3/31/2015,SYNOVUS FINANCIAL CORP. (1078846),"COLUMBUS, GA",56,27633784
608,3/31/2015,ASSOCIATED BANC-CORP (1199563),"GREEN BAY, WI",57,27088806
609,3/31/2015,FIRST HORIZON NATIONAL CORPORATION (1094640),"MEMPHIS, TN",58,25716964
610,3/31/2015,BARCLAYS DELAWARE HOLDINGS LLC (2938451),"WILMINGTON, DE",59,25221666
611,3/31/2015,FIRSTMERIT CORPORATION (1070804),"AKRON, OH",60,25125546
612,3/31/2015,"RAYMOND JAMES FINANCIAL, INC. (3815157)","SAINT PETERSBURG, FL",61,24965509
613,3/31/2015,"COMMERCE BANCSHARES, INC. (1049341)","KANSAS CITY, MO",62,24060276
614,3/31/2015,"SCOTTRADE FINANCIAL SERVICES, INC. (3242735)","TOWN AND COUNTRY, MO",63,23463270
615,3/31/2015,EVERBANK FINANCIAL CORP (3838857),"JACKSONVILLE, FL",64,23347219
616,3/31/2015,WEBSTER FINANCIAL CORPORATION (1145476),"WATERBURY, CT",65,23115627
617,3/31/2015,UMPQUA HOLDINGS CORPORATION (2747644),"PORTLAND, OR",66,22961973
618,3/31/2015,"PROSPERITY BANCSHARES, INC. (1109599)","HOUSTON, TX",67,21608960
619,3/31/2015,"MACY'S, INC. (4103310)","CINCINNATI, OH",68,21460706
620,3/31/2015,IMB HOLDCO LLC (3923614),"PASADENA, CA",69,21341478
621,3/31/2015,HANCOCK HOLDING COMPANY (1086533),"GULFPORT, MS",70,20728010
622,3/31/2015,WINTRUST FINANCIAL CORPORATION (2260406),"ROSEMONT, IL",71,20392598
623,3/31/2015,TCF FINANCIAL CORPORATION (2389941),"WAYZATA, MN",72,19999495
624,3/31/2015,"BANKUNITED, INC. (4028712)","MIAMI LAKES, FL",73,19983395
625,3/31/2015,"INVESTORS BANCORP, INC. (2477754)","SHORT HILLS, NJ",74,19298905
626,3/31/2015,VALLEY NATIONAL BANCORP (1048773),"WAYNE, NJ",75,18980010
627,3/31/2015,"SUSQUEHANNA BANCSHARES, INC. (1117156)","LITITZ, PA",76,18697294
628,3/31/2015,"TEXAS CAPITAL BANCSHARES, INC. (2706735)","DALLAS, TX",77,17325504
629,3/31/2015,FULTON FINANCIAL CORPORATION (1117129),"LANCASTER, PA",78,17315750
630,3/31/2015,"FIRST NATIONAL OF NEBRASKA, INC. (1020902)","OMAHA, NE",79,17163986
631,3/31/2015,UMB FINANCIAL CORPORATION (1049828),"KANSAS CITY, MO",80,16730123
632,3/31/2015,PACWEST BANCORP (2875332),"LOS ANGELES, CA",81,16644622
633,3/31/2015,IBERIABANK CORPORATION (2291914),"LAFAYETTE, LA",82,16420009
634,3/31/2015,"PRIVATEBANCORP, INC. (1839319)","CHICAGO, IL",83,16361348
635,3/31/2015,F.N.B. CORPORATION (3005332),"PITTSBURGH, PA",84,16278848
636,3/31/2015,"ARVEST BANK GROUP, INC. (1095674)","BENTONVILLE, AR",85,15844167
637,3/31/2015,ASTORIA FINANCIAL CORPORATION (2504128),"LAKE SUCCESS, NY",86,15535572
638,3/31/2015,BANK OF HAWAII CORPORATION (1025309),"HONOLULU, HI",87,15206800
639,3/31/2015,FIRSTBANK HOLDING COMPANY (1060627),"LAKEWOOD, CO",88,15092422
640,3/31/2015,"WASHINGTON FEDERAL, INC. (3065617)","SEATTLE, WA",89,14611019
641,3/31/2015,"MB FINANCIAL, INC. (1090987)","CHICAGO, IL",90,14328310
642,3/31/2015,MODERN WOODMEN OF AMERICA (3057395),"ROCK ISLAND, IL",91,14324798
643,3/31/2015,"BANCORPSOUTH, INC. (1097614)","TUPELO, MS",92,13635049
644,3/31/2015,FIRST BANCORP (2744894),"SAN JUAN, PR",93,13147919
645,3/31/2015,"HILLTOP HOLDINGS, INC (3838727)","DALLAS, TX",94,12562893
646,3/31/2015,INTERNATIONAL BANCSHARES CORPORATION (1104231),"LAREDO, TX",95,12374402
647,3/31/2015,TRUSTMARK CORPORATION (1079562),"JACKSON, MS",96,12179164
648,3/31/2015,"UNITED BANKSHARES, INC. (1076217)","CHARLESTON, WV",97,12141519
649,3/31/2015,"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC (3828036)","CLEVELAND, OH",98,12133651
650,3/31/2015,OLD NATIONAL BANCORP (1098303),"EVANSVILLE, IN",99,11951362
651,3/31/2015,CATHAY GENERAL BANCORP (1843080),"LOS ANGELES, CA",100,11910089
652,3/31/2015,"APPLE FINANCIAL HOLDINGS, INC. (3446412)","NEW YORK, NY",101,11882771
653,3/31/2015,"CENTRAL BANCOMPANY, INC (1094314)","JEFFERSON CITY, MO",102,11621045
654,3/31/2015,"FLAGSTAR BANCORP, INC. (3852022)","TROY, MI",103,11571146
655,3/31/2015,"HAWAIIAN ELECTRIC INDUSTRIES, INC. (3842957)","HONOLULU, HI",104,11273447
656,3/31/2015,WESTERN ALLIANCE BANCORPORATION (2349815),"PHOENIX, AZ",105,11251943
657,3/31/2015,MIDLAND FINANCIAL CO. (2568278),"OKLAHOMA CITY, OK",106,10843278
658,3/31/2015,COUNTRY LIFE INSURANCE COMPANY (3825204),"BLOOMINGTON, IL",107,10826914
659,3/31/2015,"NORDSTROM, INC. (1760589)","SEATTLE, WA",108,10724941
660,3/31/2015,"CAPITOL FEDERAL FINANCIAL, INC. (4226910)","TOPEKA, KS",109,10040460
661,12/31/2014,JPMORGAN CHASE & CO. (1039502),"NEW YORK, NY",1,2572773000
662,12/31/2014,BANK OF AMERICA CORPORATION (1073757),"CHARLOTTE, NC",2,2106796000
663,12/31/2014,CITIGROUP INC. (1951350),"NEW YORK, NY",3,1842181000
664,12/31/2014,WELLS FARGO & COMPANY (1120754),"SAN FRANCISCO, CA",4,1687155000
665,12/31/2014,"GOLDMAN SACHS GROUP, INC., THE (2380443)","NEW YORK, NY",5,856301000
666,12/31/2014,MORGAN STANLEY (2162966),"NEW YORK, NY",6,801510000
667,12/31/2014,GENERAL ELECTRIC CAPITAL CORPORATION (1631915),"NORWALK, CT",7,508255287
668,12/31/2014,U.S. BANCORP (1119794),"MINNEAPOLIS, MN",8,402529000
669,12/31/2014,"BANK OF NEW YORK MELLON CORPORATION, THE (3587146)","NEW YORK, NY",9,385303000
670,12/31/2014,"PNC FINANCIAL SERVICES GROUP, INC., THE (1069778)","PITTSBURGH, PA",10,345243081
671,12/31/2014,CAPITAL ONE FINANCIAL CORPORATION (2277860),"MCLEAN, VA",11,309083481
672,12/31/2014,HSBC NORTH AMERICA HOLDINGS INC. (3232316),"NEW YORK, NY",12,290100702
673,12/31/2014,STATE STREET CORPORATION (1111435),"BOSTON, MA",13,274119072
674,12/31/2014,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA (1607170),"NEW YORK, NY",14,262634190
675,12/31/2014,TD BANK US HOLDING COMPANY (1249196),"CHERRY HILL, NJ",15,248144842
676,12/31/2014,"SUNTRUST BANKS, INC. (1131787)","ATLANTA, GA",16,190446755
677,12/31/2014,BB&T CORPORATION (1074156),"WINSTON SALEM, NC",17,186813987
678,12/31/2014,AMERICAN EXPRESS COMPANY (1275216),"NEW YORK, NY",18,159103000
679,12/31/2014,"CHARLES SCHWAB CORPORATION, THE (1026632)","SAN FRANCISCO, CA",19,154642000
680,12/31/2014,ALLY FINANCIAL INC. (1562859),"DETROIT, MI",20,151828000
681,12/31/2014,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY (3840207),"BLOOMINGTON, IL",21,138797903
682,12/31/2014,FIFTH THIRD BANCORP (1070345),"CINCINNATI, OH",22,138705640
683,12/31/2014,"CITIZENS FINANCIAL GROUP, INC. (1132449)","PROVIDENCE, RI",23,133000128
684,12/31/2014,UNITED SERVICES AUTOMOBILE ASSOCIATION (1447376),"SAN ANTONIO, TX",24,130416573
685,12/31/2014,REGIONS FINANCIAL CORPORATION (3242838),"BIRMINGHAM, AL",25,119888669
686,12/31/2014,"SANTANDER HOLDINGS USA, INC. (3981856)","BOSTON, MA",26,118353279
687,12/31/2014,BMO FINANCIAL CORP. (1245415),"WILMINGTON, DE",27,115879565
688,12/31/2014,MUFG AMERICAS HOLDINGS CORPORATION (1378434),"NEW YORK, NY",28,113678090
689,12/31/2014,NORTHERN TRUST CORPORATION (1199611),"CHICAGO, IL",29,109946485
690,12/31/2014,M&T BANK CORPORATION (1037003),"BUFFALO, NY",30,96687224
691,12/31/2014,KEYCORP (1068025),"CLEVELAND, OH",31,93882115
692,12/31/2014,BANCWEST CORPORATION (1025608),"HONOLULU, HI",32,89766710
693,12/31/2014,"BBVA COMPASS BANCSHARES, INC. (1078529)","HOUSTON, TX",33,83152427
694,12/31/2014,DISCOVER FINANCIAL SERVICES (3846375),"RIVERWOODS, IL",34,83125845
695,12/31/2014,COMERICA INCORPORATED (1199844),"DALLAS, TX",35,69452409
696,12/31/2014,HUNTINGTON BANCSHARES INCORPORATED (1068191),"COLUMBUS, OH",36,66298010
697,12/31/2014,ZIONS BANCORPORATION (1027004),"SALT LAKE CITY, UT",37,57208874
698,12/31/2014,DEUTSCHE BANK TRUST CORPORATION (1032473),"NEW YORK, NY",38,55541200
699,12/31/2014,"NEW YORK COMMUNITY BANCORP, INC. (2132932)","WESTBURY, NY",39,48559217
700,12/31/2014,CIT GROUP INC. (1036967),"LIVINGSTON, NJ",40,47879974
701,12/31/2014,E*TRADE FINANCIAL CORPORATION (3412583),"NEW YORK, NY",41,45529729
702,12/31/2014,SVB FINANCIAL GROUP (1031449),"SANTA CLARA, CA",42,39351768
703,12/31/2014,"FIRST NIAGARA FINANCIAL GROUP, INC. (2648693)","BUFFALO, NY",43,38557544
704,12/31/2014,"HUDSON CITY BANCORP, INC. (2367556)","PARAMUS, NJ",44,36569082
705,12/31/2014,"UTRECHT-AMERICA HOLDINGS, INC. (2307280)","NEW YORK, NY",45,36331380
706,12/31/2014,"PEOPLE'S UNITED FINANCIAL, INC. (3650152)","BRIDGEPORT, CT",46,35985913
707,12/31/2014,NATIONWIDE MUTUAL INSURANCE COMPANY (3828072),"COLUMBUS, OH",47,34711195
708,12/31/2014,MUTUAL OF OMAHA INSURANCE COMPANY (1583836),"OMAHA, NE",48,34481170
709,12/31/2014,JOHN DEERE CAPITAL CORPORATION (3843075),"RENO, NV",49,33736295
710,12/31/2014,"POPULAR, INC. (1129382)","SAN JUAN, PR",50,33097000
711,12/31/2014,CITY NATIONAL CORPORATION (1027518),"LOS ANGELES, CA",51,32610363
712,12/31/2014,"FIRST CITIZENS BANCSHARES, INC. (1075612)","RALEIGH, NC",52,30075113
713,12/31/2014,BOK FINANCIAL CORPORATION (1883693),"TULSA, OK",53,29148050
714,12/31/2014,"EAST WEST BANCORP, INC. (2734233)","PASADENA, CA",54,28738323
715,12/31/2014,"CULLEN/FROST BANKERS, INC. (1102367)","SAN ANTONIO, TX",55,28347544
716,12/31/2014,SYNOVUS FINANCIAL CORP. (1078846),"COLUMBUS, GA",56,27051231
717,12/31/2014,ASSOCIATED BANC-CORP (1199563),"GREEN BAY, WI",57,26821774
718,12/31/2014,FIRST HORIZON NATIONAL CORPORATION (1094640),"MEMPHIS, TN",58,25674034
719,12/31/2014,BARCLAYS DELAWARE HOLDINGS LLC (2938451),"WILMINGTON, DE",59,25013660
720,12/31/2014,FIRSTMERIT CORPORATION (1070804),"AKRON, OH",60,24909640
721,12/31/2014,"RAYMOND JAMES FINANCIAL, INC. (3815157)","SAINT PETERSBURG, FL",61,24253246
722,12/31/2014,"COMMERCE BANCSHARES, INC. (1049341)","KANSAS CITY, MO",62,24015123
723,12/31/2014,"SCOTTRADE FINANCIAL SERVICES, INC. (3242735)","TOWN AND COUNTRY, MO",63,23978600
724,12/31/2014,UMPQUA HOLDINGS CORPORATION (2747644),"PORTLAND, OR",64,22622204
725,12/31/2014,WEBSTER FINANCIAL CORPORATION (1145476),"WATERBURY, CT",65,22545351
726,12/31/2014,"MACY'S, INC. (4103310)","CINCINNATI, OH",66,22424584
727,12/31/2014,IMB HOLDCO LLC (3923614),"PASADENA, CA",67,21871146
728,12/31/2014,EVERBANK FINANCIAL CORP (3838857),"JACKSONVILLE, FL",68,21617788
729,12/31/2014,"PROSPERITY BANCSHARES, INC. (1109599)","HOUSTON, TX",69,21519443
730,12/31/2014,HANCOCK HOLDING COMPANY (1086533),"GULFPORT, MS",70,20752202
731,12/31/2014,WINTRUST FINANCIAL CORPORATION (2260406),"ROSEMONT, IL",71,20032438
732,12/31/2014,TCF FINANCIAL CORPORATION (2389941),"WAYZATA, MN",72,19427476
733,12/31/2014,"BANKUNITED, INC. (4028712)","MIAMI LAKES, FL",73,19210520
734,12/31/2014,VALLEY NATIONAL BANCORP (1048773),"WAYNE, NJ",74,18793855
735,12/31/2014,"INVESTORS BANCORP, INC. (2477754)","SHORT HILLS, NJ",75,18722282
736,12/31/2014,"SUSQUEHANNA BANCSHARES, INC. (1117156)","LITITZ, PA",76,18661390
737,12/31/2014,UMB FINANCIAL CORPORATION (1049828),"KANSAS CITY, MO",77,17500960
738,12/31/2014,"FIRST NATIONAL OF NEBRASKA, INC. (1020902)","OMAHA, NE",78,17465465
739,12/31/2014,FULTON FINANCIAL CORPORATION (1117129),"LANCASTER, PA",79,17083180
740,12/31/2014,PACWEST BANCORP (2875332),"LOS ANGELES, CA",80,16236505
741,12/31/2014,F.N.B. CORPORATION (3005332),"PITTSBURGH, PA",81,16127090
742,12/31/2014,"TEXAS CAPITAL BANCSHARES, INC. (2706735)","DALLAS, TX",82,15900308
743,12/31/2014,IBERIABANK CORPORATION (2291914),"LAFAYETTE, LA",83,15758605
744,12/31/2014,ASTORIA FINANCIAL CORPORATION (2504128),"LAKE SUCCESS, NY",84,15640021
745,12/31/2014,"PRIVATEBANCORP, INC. (1839319)","CHICAGO, IL",85,15603382
746,12/31/2014,"ARVEST BANK GROUP, INC. (1095674)","BENTONVILLE, AR",86,14970127
747,12/31/2014,BANK OF HAWAII CORPORATION (1025309),"HONOLULU, HI",87,14859360
748,12/31/2014,"MB FINANCIAL, INC. (1090987)","CHICAGO, IL",88,14602099
749,12/31/2014,FIRSTBANK HOLDING COMPANY (1060627),"LAKEWOOD, CO",89,14542268
750,12/31/2014,"WASHINGTON FEDERAL, INC. (3065617)","SEATTLE, WA",90,14494756
751,12/31/2014,MODERN WOODMEN OF AMERICA (3057395),"ROCK ISLAND, IL",91,14131105
752,12/31/2014,"BANCORPSOUTH, INC. (1097614)","TUPELO, MS",92,13326530
753,12/31/2014,FIRST BANCORP (2744894),"SAN JUAN, PR",93,12727835
754,12/31/2014,"UNITED BANKSHARES, INC. (1076217)","CHARLESTON, WV",94,12328811
755,12/31/2014,TRUSTMARK CORPORATION (1079562),"JACKSON, MS",95,12250633
756,12/31/2014,INTERNATIONAL BANCSHARES CORPORATION (1104231),"LAREDO, TX",96,12196520
757,12/31/2014,"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC (3828036)","CLEVELAND, OH",97,12067800
758,12/31/2014,"APPLE FINANCIAL HOLDINGS, INC. (3446412)","NEW YORK, NY",98,11659386
759,12/31/2014,OLD NATIONAL BANCORP (1098303),"EVANSVILLE, IN",99,11647778
760,12/31/2014,CATHAY GENERAL BANCORP (1843080),"LOS ANGELES, CA",100,11516846
761,12/31/2014,"HAWAIIAN ELECTRIC INDUSTRIES, INC. (3842957)","HONOLULU, HI",101,11184161
762,12/31/2014,COUNTRY LIFE INSURANCE COMPANY (3825204),"BLOOMINGTON, IL",102,10697206
763,12/31/2014,"NORDSTROM, INC. (1760589)","SEATTLE, WA",103,10616919
764,12/31/2014,WESTERN ALLIANCE BANCORPORATION (2349815),"PHOENIX, AZ",104,10600498
765,9/30/2014,JPMORGAN CHASE & CO. (1039502),"NEW YORK, NY",1,2526655000
766,9/30/2014,BANK OF AMERICA CORPORATION (1073757),"CHARLOTTE, NC",2,2126138000
767,9/30/2014,CITIGROUP INC. (1951350),"NEW YORK, NY",3,1882505000
768,9/30/2014,WELLS FARGO & COMPANY (1120754),"SAN FRANCISCO, CA",4,1636855000
769,9/30/2014,"GOLDMAN SACHS GROUP, INC., THE (2380443)","NEW YORK, NY",5,868995000
770,9/30/2014,MORGAN STANLEY (2162966),"NEW YORK, NY",6,814511000
771,9/30/2014,GENERAL ELECTRIC CAPITAL CORPORATION (1631915),"NORWALK, CT",7,514312251
772,9/30/2014,U.S. BANCORP (1119794),"MINNEAPOLIS, MN",8,391284000
773,9/30/2014,"BANK OF NEW YORK MELLON CORPORATION, THE (3587146)","NEW YORK, NY",9,386296000
774,9/30/2014,"PNC FINANCIAL SERVICES GROUP, INC., THE (1069778)","PITTSBURGH, PA",10,334602342
775,9/30/2014,CAPITAL ONE FINANCIAL CORPORATION (2277860),"MCLEAN, VA",11,300444020
776,9/30/2014,HSBC NORTH AMERICA HOLDINGS INC. (3232316),"NEW YORK, NY",12,280272469
777,9/30/2014,STATE STREET CORPORATION (1111435),"BOSTON, MA",13,274815393
778,9/30/2014,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA (1607170),"NEW YORK, NY",14,261389220
779,9/30/2014,TD BANK US HOLDING COMPANY (1249196),"CHERRY HILL, NJ",15,242225156
780,9/30/2014,BB&T CORPORATION (1074156),"WINSTON SALEM, NC",16,187021509
781,9/30/2014,"SUNTRUST BANKS, INC. (1131787)","ATLANTA, GA",17,186860815
782,9/30/2014,AMERICAN EXPRESS COMPANY (1275216),"NEW YORK, NY",18,153862000
783,9/30/2014,ALLY FINANCIAL INC. (1562859),"DETROIT, MI",19,149195000
784,9/30/2014,"CHARLES SCHWAB CORPORATION, THE (1026632)","SAN FRANCISCO, CA",20,147445000
785,9/30/2014,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY (3840207),"BLOOMINGTON, IL",21,137646089
786,9/30/2014,FIFTH THIRD BANCORP (1070345),"CINCINNATI, OH",22,134187722
787,9/30/2014,"CITIZENS FINANCIAL GROUP, INC. (1132449)","PROVIDENCE, RI",23,131520691
788,9/30/2014,UNITED SERVICES AUTOMOBILE ASSOCIATION (1447376),"SAN ANTONIO, TX",24,129191103
789,9/30/2014,BMO FINANCIAL CORP. (1245415),"WILMINGTON, DE",25,119791374
790,9/30/2014,REGIONS FINANCIAL CORPORATION (3242838),"BIRMINGHAM, AL",26,119301813
791,9/30/2014,"SANTANDER HOLDINGS USA, INC. (3981856)","BOSTON, MA",27,113538172
792,9/30/2014,NORTHERN TRUST CORPORATION (1199611),"CHICAGO, IL",28,111153721
793,9/30/2014,MUFG AMERICAS HOLDINGS CORPORATION (1378434),"NEW YORK, NY",29,110882044
794,9/30/2014,M&T BANK CORPORATION (1037003),"BUFFALO, NY",30,97230366
795,9/30/2014,KEYCORP (1068025),"CLEVELAND, OH",31,89884477
796,9/30/2014,BANCWEST CORPORATION (1025608),"HONOLULU, HI",32,86894858
797,9/30/2014,DISCOVER FINANCIAL SERVICES (3846375),"RIVERWOODS, IL",33,80596481
798,9/30/2014,"BBVA COMPASS BANCSHARES, INC. (1078529)","HOUSTON, TX",34,79187065
799,9/30/2014,COMERICA INCORPORATED (1199844),"DALLAS, TX",35,68949210
800,9/30/2014,HUNTINGTON BANCSHARES INCORPORATED (1068191),"COLUMBUS, OH",36,64330629
801,9/30/2014,DEUTSCHE BANK TRUST CORPORATION (1032473),"NEW YORK, NY",37,60715000
802,9/30/2014,ZIONS BANCORPORATION (1027004),"SALT LAKE CITY, UT",38,55458870
803,9/30/2014,"NEW YORK COMMUNITY BANCORP, INC. (2132932)","WESTBURY, NY",39,48679772
804,9/30/2014,CIT GROUP INC. (1036967),"LIVINGSTON, NJ",40,46480980
805,9/30/2014,E*TRADE FINANCIAL CORPORATION (3412583),"NEW YORK, NY",41,45818844
806,9/30/2014,"FIRST NIAGARA FINANCIAL GROUP, INC. (2648693)","BUFFALO, NY",42,37977082
807,9/30/2014,"UTRECHT-AMERICA HOLDINGS, INC. (2307280)","NEW YORK, NY",43,37231381
808,9/30/2014,"HUDSON CITY BANCORP, INC. (2367556)","PARAMUS, NJ",44,37161125
809,9/30/2014,SVB FINANCIAL GROUP (1031449),"SANTA CLARA, CA",45,36044135
810,9/30/2014,JOHN DEERE CAPITAL CORPORATION (3843075),"RENO, NV",46,35316750
811,9/30/2014,"PEOPLE'S UNITED FINANCIAL, INC. (3650152)","BRIDGEPORT, CT",47,34764455
812,9/30/2014,MUTUAL OF OMAHA INSURANCE COMPANY (1583836),"OMAHA, NE",48,34377381
813,9/30/2014,"POPULAR, INC. (1129382)","SAN JUAN, PR",49,34099000
814,9/30/2014,NATIONWIDE MUTUAL INSURANCE COMPANY (3828072),"COLUMBUS, OH",50,33915903
815,9/30/2014,CITY NATIONAL CORPORATION (1027518),"LOS ANGELES, CA",51,32015600
816,9/30/2014,BOK FINANCIAL CORPORATION (1883693),"TULSA, OK",52,29103689
817,9/30/2014,"EAST WEST BANCORP, INC. (2734233)","PASADENA, CA",53,28481156
818,9/30/2014,"CULLEN/FROST BANKERS, INC. (1102367)","SAN ANTONIO, TX",54,27411142
819,9/30/2014,SYNOVUS FINANCIAL CORP. (1078846),"COLUMBUS, GA",55,26519110
820,9/30/2014,ASSOCIATED BANC-CORP (1199563),"GREEN BAY, WI",56,25653822
821,9/30/2014,"SCOTTRADE FINANCIAL SERVICES, INC. (3242735)","TOWN AND COUNTRY, MO",57,25260266
822,9/30/2014,FIRSTMERIT CORPORATION (1070804),"AKRON, OH",58,24610114
823,9/30/2014,BARCLAYS DELAWARE HOLDINGS LLC (2938451),"WILMINGTON, DE",59,24158229
824,9/30/2014,FIRST HORIZON NATIONAL CORPORATION (1094640),"MEMPHIS, TN",60,23987518
825,9/30/2014,"RAYMOND JAMES FINANCIAL, INC. (3815157)","SAINT PETERSBURG, FL",61,23325652
826,9/30/2014,"COMMERCE BANCSHARES, INC. (1049341)","KANSAS CITY, MO",62,22710961
827,9/30/2014,UMPQUA HOLDINGS CORPORATION (2747644),"PORTLAND, OR",63,22493824
828,9/30/2014,IMB HOLDCO LLC (3923614),"PASADENA, CA",64,22011643
829,9/30/2014,"FIRST CITIZENS BANCSHARES, INC. (1075612)","RALEIGH, NC",65,21942491
830,9/30/2014,WEBSTER FINANCIAL CORPORATION (1145476),"WATERBURY, CT",66,21841501
831,9/30/2014,"PROSPERITY BANCSHARES, INC. (1109599)","HOUSTON, TX",67,21125064
832,9/30/2014,"MACY'S, INC. (4103310)","CINCINNATI, OH",68,20619281
833,9/30/2014,EVERBANK FINANCIAL CORP (3838857),"JACKSONVILLE, FL",69,20510343
834,9/30/2014,HANCOCK HOLDING COMPANY (1086533),"GULFPORT, MS",70,19996647
835,9/30/2014,WINTRUST FINANCIAL CORPORATION (2260406),"ROSEMONT, IL",71,19184183
836,9/30/2014,TCF FINANCIAL CORPORATION (2389941),"WAYZATA, MN",72,19052948
837,9/30/2014,"SUSQUEHANNA BANCSHARES, INC. (1117156)","LITITZ, PA",73,18583327
